name,location,website,schoolName,description,type,grades,address,city,state,zip,zip2,phone,phone2,county,lat,lon,district,number,website,gs-url,Gs-rank,yearupdate,Number2
400779,40831000776,5215,Holdeman Elementary School,"Holdeman Elementary School, a public school located in Tempe, AZ, serves grades PK-5 & Ungraded in the Tempe School District.It has received a GreatSchools Rating of 3 out of 10, based on a variety of school quality measures.",public,"PK,KG,1,2,3,4,5,UG",1326 West 18th Street,Tempe,AZ,85281,4013,(480) 730-7100,(480) 968-3165,Maricopa County,33.410126,-111.959305,Tempe School District,1263,http://www.tempeschools.org/holdeman,https://www.greatschools.org/arizona/tempe/779-Holdeman-Elementary-School/,3,2020,0.14729984341407000
402725,A9900139,,Noor Academy of Arizona,"Noor Academy of Arizona, a private school located in Tempe, AZ, serves grades PK-8 in the .",private,"PK,KG,1,2,3,4,5,6,7,8",1130 W. 23rd St,Tempe,AZ,85282,4013,(480) 829-1443,(480) 829-1501,Maricopa,33.404041,-111.955658,,0,nooracademyaz.com,https://www.greatschools.org/arizona/tempe/2725-Noor-Academy-Of-Arizona/,,,0.37986385723340000
407118,A1500093,,Noor Academy of Arizona,"Noor Academy of Arizona, a private school located in Tempe, AZ, serves grades PK-6 in the .",private,"PK,TK,KG,1,2,3,4,5,6",1130 West 23rd Street,Tempe,AZ,85282,4013,(480) 829-1443,,Maricopa County,33.40403,-111.95565,,0,,https://www.greatschools.org/arizona/tempe/7118-Noor-Academy-Of-Arizona/,,,0.38073381013334700
403153,A9700209,,Suriya Montessori Education Center,"Suriya Montessori Education Center, a private school located in Tempe, AZ, serves grades PK-K in the .",private,"PK,KG",1619 S Hardy Dr,Tempe,AZ,85281,4013,(480) 430-8413,,Maricopa,33.412159,-111.952148,,0,,https://www.greatschools.org/arizona/tempe/3153-Suriya-Montessori-Education-Center/,,,0.5375842892117270
402445,AA001448,,Tempe Adventist Christian School,"Tempe Adventist Christian School, a private school located in Tempe, AZ, serves grades PK-8 in the .",private,"PK,KG,1,2,3,4,5,6,7,8",630 W 17th Pl,Tempe,AZ,85281,4013,(480) 967-7752,,Maricopa,33.410561,-111.949738,,0,,https://www.greatschools.org/arizona/tempe/2445-Tempe-Adventist-Christian-School/,,,0.6213595884026990
402242,31618,,Banner Children's Academy,"Banner Children's Academy, a private school located in Tempe, AZ, serves grades 4-12 in the .",private,"4,5,6,7,8,9,10,11,12",1410 W. 10th Place Tempe 85281,Tempe,AZ,85281,4013,(480) 827-5348,(480) 827-5335,Maricopa,33.417645,-111.9617,,0,,https://www.greatschools.org/arizona/tempe/2242-Banner-Childrens-Academy/,,,0.6659208122584410
401163,40831000785,5220,Scales Technology Academy,"Scales Technology Academy, a public school located in Tempe, AZ, serves grades PK-5 & Ungraded in the Tempe School District.It has received a GreatSchools Rating of 5 out of 10, based on a variety of school quality measures.",public,"PK,KG,1,2,3,4,5,UG",1115 West 5th Street,Tempe,AZ,85281,4013,(480) 730-7100,(480) 804-0384,Maricopa County,33.424637,-111.955322,Tempe School District,1263,www.tempeschools.org/scales,https://www.greatschools.org/arizona/tempe/1163-Scales-Technology-Academy/,5,2020,1.1753564815390200
402262,32076,,Emmanuel Lutheran School,"Emmanuel Lutheran School, a private school located in Tempe, AZ, serves grades PK-8 in the .",private,"PK,KG,1,2,3,4,5,6,7,8",715 West Southern Avenue,Tempe,AZ,85282,4013,(480) 967-3991,(480) 967-2809,Maricopa,33.391876,-111.949722,,0,http://www.elstempe.org,https://www.greatschools.org/arizona/tempe/2262-Emmanuel-Lutheran-School/,,,1.2708044912821400
400465,40831000765,5213,Broadmor Elementary School,"Broadmor Elementary School, a public school located in Tempe, AZ, serves grades K-5 & Ungraded in the Tempe School District.It has received a GreatSchools Rating of 6 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5,UG",311 East Aepli Drive,Tempe,AZ,85282,4013,(480) 730-7100,(480) 921-0814,Maricopa County,33.404835,-111.93399,Tempe School District,1263,www.tempeschools.org/broadmor,https://www.greatschools.org/arizona/tempe/465-Broadmor-Elementary-School/,6,2020,1.5227826313892700
404941,,,Kinderland,"Kinderland, a private school located in Tempe, AZ, serves grades PK-K in the .",private,"PK,KG",139 East Southern Avenue,Tempe,AZ,85282,4013,(480) 966-1151,,Maricopa,33.392166,-111.937057,,0,,https://www.greatschools.org/arizona/tempe/4941-Kinderland/,,,1.7259121751774000
405593,40084603245,91122,South Valley Prep And Arts School,"South Valley Prep And Arts School, a charter school located in Phoenix, AZ, serves grades 5-8 in the South Valley Academy  Inc..",charter,"5,6,7,8",4039 East Raymond Street,Phoenix,AZ,85040,4013,(623) 385-3580,,Maricopa County,33.412674,-111.99427,South Valley Academy  Inc.,2585,http://www.southvalleyacademy.com/,https://www.greatschools.org/arizona/phoenix/5593-South-Valley-Prep-And-Arts-School/,,,1.9959630656045300
405594,40085303297,91109,South Phoenix Prep And Arts Academy,"South Phoenix Prep And Arts Academy, a charter school located in Phoenix, AZ, serves grades K-4 in the South Phoenix Academy Inc..It has received a GreatSchools Rating of 3 out of 10, based on a variety of school quality measures.",charter,"KG,1,2,3,4",4039 East Raymond Street,Phoenix,AZ,85040,4013,(623) 385-3580,,Maricopa County,33.412674,-111.99427,South Phoenix Academy Inc.,2605,http://www.skylineschools.com,https://www.greatschools.org/arizona/phoenix/5594-South-Phoenix-Prep-And-Arts-Academy/,3,2020,1.9959630656045300
402219,31232,,Our Lady Of Mount Carmel School,"Our Lady Of Mount Carmel School, a private school located in Tempe, AZ, serves grades PK-8 in the .",private,"PK,TK,KG,1,2,3,4,5,6,7,8",2117 South Rural Road,Tempe,AZ,85282,4013,(480) 967-5567,,Maricopa County,33.405151,-111.925514,,0,http://www.olmcschool.info/,https://www.greatschools.org/arizona/tempe/2219-Our-Lady-Of-Mount-Carmel-School/,,,2.00523413324717
401023,40831000782,5224,Nevitt Elementary School,"Nevitt Elementary School, a public school located in Phoenix, AZ, serves grades PK-5 & Ungraded in the Tempe School District.It has received a GreatSchools Rating of 4 out of 10, based on a variety of school quality measures.",public,"PK,KG,1,2,3,4,5,UG",4525 East Saint Anne Avenue,Phoenix,AZ,85042,4013,(480) 730-7100,(602) 431-6887,Maricopa County,33.387375,-111.984573,Tempe School District,1263,http://www.tempeschools.org/nevitt,https://www.greatschools.org/arizona/phoenix/1023-Nevitt-Elementary-School/,4,2020,2.010831520996190
404684,,,Deb's Day Care,"Deb's Day Care, a private school located in Phoenix, AZ, serves grades PK-K in the .",private,"PK,KG",6808 South 44th Way,Phoenix,AZ,85042,4013,(602) 438-8488,,Maricopa,33.386192,-111.985535,,0,,https://www.greatschools.org/arizona/phoenix/4684-Debs-Day-Care/,,,2.10808076602831
407100,,,Tempe Elementary Online Academy,"Tempe Elementary Online Academy, a public school located in Tempe, AZ, serves grades 3-8 in the Tempe School District.",public,"3,4,5,6,7,8",3205 South Rural Road,Tempe,AZ,85282,4013,,,Maricopa,33.394722,-111.925262,Tempe School District,1263,,https://www.greatschools.org/arizona/tempe/7100-Tempe-Elementary-Online-Academy/,,,2.211908670635170
400670,40831000772,5218,Evans Elementary School,"Evans Elementary School, a public school located in Tempe, AZ, serves grades Ungraded in the Tempe School District.",public,UG,4525 South College Avenue,Tempe,AZ,85282,4013,(480) 730-7100,(480) 838-0319,Maricopa County,33.384155,-111.934105,Tempe School District,1263,http://www.tempeschools.org/schools/eevans.htm,https://www.greatschools.org/arizona/tempe/670-Evans-Elementary-School/,,,2.2328839151453400
400500,40831000767,5212,Carminati Elementary School,"Carminati Elementary School, a public school located in Tempe, AZ, serves grades PK-5 & Ungraded in the Tempe School District.It has received a GreatSchools Rating of 3 out of 10, based on a variety of school quality measures.",public,"PK,KG,1,2,3,4,5,UG",4001 South McAllister Avenue,Tempe,AZ,85282,4013,(480) 730-7100,(480) 968-0626,Maricopa County,33.386986,-111.92952,Tempe School District,1263,www.tempeschools.org/carminati,https://www.greatschools.org/arizona/tempe/500-Carminati-Elementary-School/,3,2020,2.28907378179875
402345,A9100356,,Grace Christian Academy,"Grace Christian Academy, a private school located in Tempe, AZ, serves grades PK-8 in the .",private,"PK,TK,KG,1,2,3,4,5,6,7,8",1200 East Southern Avenue,Tempe,AZ,85282,4013,(480) 966-5022,(480) 968-4166,Maricopa County,33.393368,-111.9216,,0,http://gracechristian.academy/,https://www.greatschools.org/arizona/tempe/2345-Grace-Christian-Academy/,,,2.442921135372260
